Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
1048,18-0725-EX1,Transfer from Wells Community Academy High School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-51071-ACD To Award# 2017-485-00-05 ; Change Reason : NA,51071 Wells Community Academy High School,485 CIT PayGo Fund,56310 Capitalized Construction,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009567 All Other,000000 Default Value,"$30,000",
1049,18-0725-EX1,Transfer from Emil G Hirsch Metropolitan High School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-47031-ACD To Award# 2017-485-00-05 ; Change Reason : NA,47031 Emil G Hirsch Metropolitan High School,485 CIT PayGo Fund,56310 Capitalized Construction,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009567 All Other,000000 Default Value,"$30,000",
1050,18-0725-EX1,Transfer from Real Estate to Real Estate,Funds for video services at closed school buildings to deter vandalism,11910 Real Estate,230 Public Building Commission O & M,53510 Commodities - Postage,254009 Central Office Operations,000000 Default Value,11910 Real Estate,230 Public Building Commission O & M,54125 Services - Professional/Administrative,251148 Real Estate Administration,000000 Default Value,"$30,000",
1051,18-0725-EX1,Transfer from Capital/Operations - City Wide to TEAM Englewood Community Academy High School,Funds Transfer From Award# 2018-488-00-03 To Project# 2018-49161-OHI5 ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009511 Sw O&M Cip,000000 Default Value,49161 TEAM Englewood Community Academy High School,488 Series 2017H,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,"$30,149",
1052,18-0725-EX1,Transfer from Capital/Operations - City Wide to Louis A Agassiz Elementary School,Funds Transfer From Award# 2017-485-00-02 To Project# 2018-22031-UAF ; Change Reason : NA,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009514 Contingencies,000000 Default Value,22031 Louis A Agassiz Elementary School,485 CIT PayGo Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$30,180",
1053,18-0725-EX1,Transfer from Capital/Operations - City Wide to DuSable Multiplex,Funds Transfer From Award# 2018-488-00-04 To Project# 2018-46541-OII ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009508 Ws O&M Cip,000000 Default Value,46541 DuSable Multiplex,488 Series 2017H,56310 Capitalized Construction,009508 Ws O&M Cip,000000 Default Value,"$30,417",
1054,18-0725-EX1,Transfer from Capital/Operations - City Wide to Carl von Linne Elementary School,Funds Transfer From Award# 2018-488-00-05 To Project# 2018-24021-OUV ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009516 Sodexo - Cip,000000 Default Value,24201 Carl von Linne Elementary School,488 Series 2017H,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$30,430",
1055,18-0725-EX1,Transfer from Capital/Operations - City Wide to Durkin Park Elementary School,Funds Transfer From Award# 2018-487-00-01 To Project# 2018-26831-ROF ; Change Reason : NA,12150 Capital/Operations - City Wide,487 Series 2017 CIT,56310 Capitalized Construction,253101 Planning And Development,000000 Default Value,26831 Durkin Park Elementary School,487 Series 2017 CIT,54125 Services - Professional/Administrative,253508 Renovations,000000 Default Value,"$30,500",
1056,18-0725-EX1,Transfer from Office of Catholic Schools to Associated Talmud Torah Of,Chicago,69510 Office of Catholic Schools,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390007 Nonpublic Community Parent Involvement,430202 Nonpublic Inst. & Supp. Serv. - Catholic,69530 Associated Talmud Torah Of Chicago,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390014 Nonpublic Sup Counseling Services,430206 Nonpublic Inst. & Supp. Serv. - Jewish,"$30,925",Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs
1057,18-0725-EX1,Transfer from Wildwood IB World Magnet School to Capital/Operations - City Wide,Funds Transfer From Project# 2014-25881-ANX To Award# 2015-436-00-09 ; Change Reason : NA,25881 Wildwood IB World Magnet School,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,009531 Additions,000016 State Funded Capital Projects,12150 Capital/Operations - City Wide,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,009526 All Other,000016 State Funded Capital Projects,"$31,074",
1058,18-0725-EX1,Transfer from Capital/Operations - City Wide to Adlai E Stevenson Elementary School,Funds Transfer From Award# 2017-486-00-11 To Project# 2018-25471-ACD ; Change Reason : NA,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,25471 Adlai E Stevenson Elementary School,486 CIT Bond Fund,56302 Capitalized Equipment,253508 Renovations,000000 Default Value,"$31,250",
1059,18-0725-EX1,Transfer from Capital/Operations - City Wide to James E McDade Elementary Classical School,Funds Transfer From Award# 2017-486-00-11 To Project# 2018-29181-ACD ; Change Reason : NA,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,29181 James E McDade Elementary Classical School,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$31,680",
1060,18-0725-EX1,Transfer from Friedrich W von Steuben Metropolitan Science HS to Capital/Operations - City Wide,Funds Transfer From Project# 2018-47081-ACD To Award# 2017-486-00-11 ; Change Reason : NA,47081 Friedrich W von Steuben Metropolitan Science HS,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,"$32,000",
1061,18-0725-EX1,Transfer from Capital/Operations - City Wide to Friedrich W von Steuben Metropolitan Science HS,Funds Transfer From Award# 2017-486-00-11 To Project# 2018-47081-ACD ; Change Reason : NA,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,47081 Friedrich W von Steuben Metropolitan Science HS,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$32,000",
1062,18-0725-EX1,Transfer from Friedrich W von Steuben Metropolitan Science HS to Capital/Operations - City Wide,Funds Transfer From Project# 2018-47081-ACD To Award# 2017-486-00-11 ; Change Reason : NA,47081 Friedrich W von Steuben Metropolitan Science HS,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,"$32,000",
1063,18-0725-EX1,Transfer from Friedrich W von Steuben Metropolitan Science HS to Capital/Operations - City Wide,Funds Transfer From Project# 2018-47081-ACD To Award# 2017-486-00-11 ; Change Reason : NA,47081 Friedrich W von Steuben Metropolitan Science HS,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,"$32,000",
1064,18-0725-EX1,Transfer from Friedrich W von Steuben Metropolitan Science HS to Capital/Operations - City Wide,Funds Transfer From Project# 2018-47081-ACD To Award# 2017-486-00-11 ; Change Reason : NA,47081 Friedrich W von Steuben Metropolitan Science HS,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,"$32,000",
1065,18-0725-EX1,Transfer from Friedrich W von Steuben Metropolitan Science HS to Capital/Operations - City Wide,Funds Transfer From Project# 2018-47081-ACD To Award# 2017-486-00-11 ; Change Reason : NA,47081 Friedrich W von Steuben Metropolitan Science HS,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,"$32,000",
1066,18-0725-EX1,Transfer from Friedrich W von Steuben Metropolitan Science HS to Capital/Operations - City Wide,Funds Transfer From Project# 2018-47081-ACD To Award# 2017-486-00-11 ; Change Reason : NA,47081 Friedrich W von Steuben Metropolitan Science HS,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,"$32,000",
1067,18-0725-EX1,Transfer from Friedrich W von Steuben Metropolitan Science HS to Capital/Operations - City Wide,Funds Transfer From Project# 2018-47081-ACD To Award# 2017-486-00-11 ; Change Reason : NA,47081 Friedrich W von Steuben Metropolitan Science HS,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,"$32,000",
1068,18-0725-EX1,Transfer from Friedrich W von Steuben Metropolitan Science HS to Capital/Operations - City Wide,Funds Transfer From Project# 2018-47081-ACD To Award# 2017-486-00-11 ; Change Reason : NA,47081 Friedrich W von Steuben Metropolitan Science HS,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,"$32,000",
1069,18-0725-EX1,Transfer from Friedrich W von Steuben Metropolitan Science HS to Capital/Operations - City Wide,Funds Transfer From Project# 2018-47081-ACD To Award# 2017-486-00-11 ; Change Reason : NA,47081 Friedrich W von Steuben Metropolitan Science HS,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,"$32,000",
1070,18-0725-EX1,Transfer from Friedrich W von Steuben Metropolitan Science HS to Capital/Operations - City Wide,Funds Transfer From Project# 2018-47081-ACD To Award# 2017-486-00-11 ; Change Reason : NA,47081 Friedrich W von Steuben Metropolitan Science HS,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,"$32,000",
1071,18-0725-EX1,Transfer from Friedrich W von Steuben Metropolitan Science HS to Capital/Operations - City Wide,Funds Transfer From Project# 2018-47081-ACD To Award# 2017-486-00-11 ; Change Reason : NA,47081 Friedrich W von Steuben Metropolitan Science HS,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,"$32,000",
1072,18-0725-EX1,Transfer from Friedrich W von Steuben Metropolitan Science HS to Capital/Operations - City Wide,Funds Transfer From Project# 2018-47081-ACD To Award# 2017-486-00-11 ; Change Reason : NA,47081 Friedrich W von Steuben Metropolitan Science HS,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,"$32,000",
1073,18-0725-EX1,Transfer from Capital/Operations - City Wide to John Palmer Elementary School,Funds Transfer From Award# 2018-487-00-01 To Project# 2018-24821-MCR ; Change Reason : NA,12150 Capital/Operations - City Wide,487 Series 2017 CIT,56310 Capitalized Construction,253101 Planning And Development,000000 Default Value,24821 John Palmer Elementary School,487 Series 2017 CIT,54125 Services - Professional/Administrative,253508 Renovations,000000 Default Value,"$32,000",
1074,18-0725-EX1,Transfer from Capital/Operations - City Wide to Helge A Haugan Elementary School,Funds Transfer From Award# 2018-488-00-10 To Project# 2018-23591-MEP ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,23591 Helge A Haugan Elementary School,488 Series 2017H,54125 Services - Professional/Administrative,253508 Renovations,000000 Default Value,"$32,000",
1075,18-0725-EX1,Transfer from Office of Catholic Schools to Christian Affiliate Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,69510 Office of Catholic Schools,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,217662 Iasa-Nonpublic Summer,430202 Nonpublic Inst. & Supp. Serv. - Catholic,69237 Christian Affiliate Schools,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,217662 Iasa-Nonpublic Summer,430204 Nonpublic Inst. & Supp. Serv. - Christian,"$32,359",
1076,18-0725-EX1,Transfer from David G Farragut Career Academy High School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-53091-OHI To Award# 2018-436-00-08 ; Change Reason : NA,53091 David G Farragut Career Academy High School,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000057 Fund 436 Spend Down,12150 Capital/Operations - City Wide,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,009516 Sodexo - Cip,000057 Fund 436 Spend Down,"$32,440",
1077,18-0725-EX1,Transfer from Capital/Operations - City Wide to John Palmer Elementary School,Funds Transfer From Award# 2017-485-00-02 To Project# 2018-24821-MCR ; Change Reason : NA,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009514 Contingencies,000000 Default Value,24821 John Palmer Elementary School,485 CIT PayGo Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$32,784",
1078,18-0725-EX1,Transfer from John Palmer Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2018-24821-MCR To Award# 2017-485-00-02 ; Change Reason : NA,24821 John Palmer Elementary School,485 CIT PayGo Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009514 Contingencies,000000 Default Value,"$32,784",
1079,18-0725-EX1,Transfer from Capital/Operations - City Wide to John Palmer Elementary School,Funds Transfer From Award# 2018-487-00-02 To Project# 2018-24821-MCR ; Change Reason : NA,12150 Capital/Operations - City Wide,487 Series 2017 CIT,56310 Capitalized Construction,009553 Roofs,000000 Default Value,24821 John Palmer Elementary School,487 Series 2017 CIT,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$32,784",
1080,18-0725-EX1,Transfer from Ellen H Richards Career Academy High School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-53051-ACD To Award# 2017-485-00-05 ; Change Reason : NA,53051 Ellen H Richards Career Academy High School,485 CIT PayGo Fund,56310 Capitalized Construction,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009567 All Other,000000 Default Value,"$33,000",
1081,18-0725-EX1,Transfer from Ellen H Richards Career Academy High School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-53051-ACD To Award# 2017-485-00-05 ; Change Reason : NA,53051 Ellen H Richards Career Academy High School,485 CIT PayGo Fund,56310 Capitalized Construction,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009567 All Other,000000 Default Value,"$33,000",
1082,18-0725-EX1,Transfer from Capital/Operations - City Wide to John H Hamline Elementary School,Funds Transfer From Award# 2018-436-00-24 To Project# 2018-23511-OII ; Change Reason : NA,12150 Capital/Operations - City Wide,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,009426 All Other,000041 School Funded Projects (Capital),23511 John H Hamline Elementary School,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000041 School Funded Projects (Capital),"$33,000",
1083,18-0725-EX1,Transfer from John H Hamline Elementary School to Capital/Operations - City Wide,Transfer for capital work,23511 John H Hamline Elementary School,115 General Education Fund,54105 Services: Non-technical/Laborer,254101 Asset Management,000575 Student Based Budgeting,12150 Capital/Operations - City Wide,115 General Education Fund,56310 Capitalized Construction,253543 Parent Award,000000 Default Value,"$33,100",
1084,18-0725-EX1,"Transfer from William H Brown Elementary School to Magnet, Gifted and IB Programs",For Discovery PD,22351 William H Brown Elementary School,"324 Miscellaneous Federal, State & Local Grants",53305 Instructional Materials (Non-Digital),119010 500309,,"10845 Magnet, Gifted and IB Programs","324 Miscellaneous Federal, State & Local Grants","54505 Seminar, Fees, Subscriptions, Professional
Memberships",221234 Professional Develop/Curriculum Develp,500309 Magnet Schools Assistance Program (Cpsmsap) Fy18,"$33,200","Other Instructional Programs
Magnet Schools Assistance Program (Cpsmsap) Fy18"
1085,18-0725-EX1,Transfer from DeWitt Clinton Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2018-22751-OHI To Award# 2017-427-00-31 ; Change Reason : NA,22751 DeWitt Clinton Elementary School,427 CIP Series 2016B,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,12150 Capital/Operations - City Wide,427 CIP Series 2016B,56310 Capitalized Construction,009506 Asset Management Repairs,000000 Default Value,"$33,800",
1086,18-0725-EX1,Transfer from CPS Warehouse - City Wide to Facility Opers & Maint - City Wide,To create PO to cover invoices through June 2018 for IFM (Non-Custodial),11890 CPS Warehouse - City Wide,230 Public Building Commission O & M,52100 Career Service Salaries - Regular,419001 Payroll Salvage,000000 Default Value,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,54105 Services: Non-technical/Laborer,254002 Engineer Services,000000 Default Value,"$33,883",
1087,18-0725-EX1,Transfer from Capital/Operations - City Wide to Roald Amundsen High School,Funds Transfer From Award# 2017-485-00-02 To Project# 2018-46031-ICR ; Change Reason : NA,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009514 Contingencies,000000 Default Value,46031 Roald Amundsen High School,485 CIT PayGo Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$34,083",
1088,18-0725-EX1,Transfer from Office of School Quality Measurement to Teaching and Learning Office,Transfer of funds from School Quality Management,10811 Office of School Quality Measurement,115 General Education Fund,51330 Benefits Pointer,290001 General Salary S Bkt,000000 Default Value,10810 Teaching and Learning Office,115 General Education Fund,54125 Services - Professional/Administrative,267983 Research & Evaluation Support Services,000000 Default Value,"$34,420",
1089,18-0725-EX1,Transfer from Teaching and Learning Office to Teaching and Learning Office,Transfer of funds for Universal Curriculum Resources,10810 Teaching and Learning Office,115 General Education Fund,51100 Teacher Salaries - Regular,419001 Payroll Salvage,000000 Default Value,10810 Teaching and Learning Office,115 General Education Fund,54125 Services - Professional/Administrative,230010 Administrative Support,000000 Default Value,"$34,712",
1090,18-0725-EX1,Transfer from Capital/Operations - City Wide to William H Prescott Elementary School,Funds Transfer From Award# 2017-485-00-02 To Project# 2018-25021-MCR ; Change Reason : NA,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009514 Contingencies,000000 Default Value,25021 William H Prescott Elementary School,485 CIT PayGo Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$34,781",
1091,18-0725-EX1,Transfer from Social Science & Civic Engagement to Education General - City Wide,Move fund back to contingency for CFF Refund Request - 6/14/2018,10813 Social Science & Civic Engagement,124 School Special Income Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000049 Cff - Discover Financial Services,12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,150900 Grants - Supplemental,"$35,000",
1092,18-0725-EX1,Transfer from Capital/Operations - City Wide to Lenart Elementary Regional Gifted Center,Funds Transfer From Award# 2018-487-00-01 To Project# 2018-29361-ROF ; Change Reason : NA,12150 Capital/Operations - City Wide,487 Series 2017 CIT,56310 Capitalized Construction,253101 Planning And Development,000000 Default Value,29361 Lenart Elementary Regional Gifted Center,487 Series 2017 CIT,54125 Services - Professional/Administrative,253508 Renovations,000000 Default Value,"$35,224",
1093,18-0725-EX1,Transfer from Capital/Operations - City Wide to Robert Lindblom Math & Science Academy HS,Funds Transfer From Award# 2017-486-00-02 To Project# 2017-46511-ROF ; Change Reason : NA,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,46511 Robert Lindblom Math & Science Academy HS,486 CIT Bond Fund,56310 Capitalized Construction,009553 Roofs,000000 Default Value,"$35,304",
1094,18-0725-EX1,Transfer from School Transportation - City Wide to Student Transportation,Funds for MFSAB insurance,11940 School Transportation - City Wide,115 General Education Fund,54210 Pupil Transportation,255052 General Transportation Services,000000 Default Value,11870 Student Transportation,115 General Education Fund,55005 Property - Equipment,255001 Transportation Administration,000000 Default Value,"$35,516",
1095,18-0725-EX1,Transfer from Student Transportation to Student Transportation,Align to correct budget line to open insurance PO for multi-function school activity buses.,11870 Student Transportation,115 General Education Fund,55005 Property - Equipment,255001 Transportation Administration,000000 Default Value,11870 Student Transportation,115 General Education Fund,54530 Services - Insurance - General Liability - Premium,255001 Transportation Administration,000000 Default Value,"$35,516",
1096,18-0725-EX1,Transfer from Student Transportation to Risk Management,Insurance for 6 vehicles purchased by STS for Student Travel purposes,11870 Student Transportation,115 General Education Fund,54530 Services - Insurance - General Liability - Premium,255001 Transportation Administration,000000 Default Value,12460 Risk Management,210 Workers' & Unemployment Compensation/Tort,54530 Services - Insurance - General Liability - Premium,231114 General Liability Insurance,000000 Default Value,"$35,516",
1097,18-0725-EX1,Transfer from Lutheran Education Foundation to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,69336 Lutheran Education Foundation,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,370004 Nonpublic Instructional & Support Services,430205 Nonpublic Inst. & Supp. Serv. - Lutheran,69510 Office of Catholic Schools,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,370004 Nonpublic Instructional & Support Services,430202 Nonpublic Inst. & Supp. Serv. - Catholic,"$35,830",
1098,18-0725-EX1,Transfer from Capital/Operations - City Wide to George F Cassell Elementary School,Funds Transfer From Award# 2017-485-00-02 To Project# 2018-22651-MCR ; Change Reason : NA,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009514 Contingencies,000000 Default Value,22651 George F Cassell Elementary School,485 CIT PayGo Fund,54125 Services - Professional/Administrative,253508 Renovations,000000 Default Value,"$36,074",
1099,18-0725-EX1,Transfer from Capital/Operations - City Wide to Walter Payton College Preparatory High School,Funds Transfer From Award# 2018-488-00-05 To Project# 2018-70020-OHI ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009516 Sodexo - Cip,000000 Default Value,70020 Walter Payton College Preparatory High School,488 Series 2017H,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$36,380",
1100,18-0725-EX1,Transfer from Capital/Operations - City Wide to Robert Lindblom Math & Science Academy HS,Funds Transfer From Award# 2017-486-00-05 To Project# 2017-46511-ROF ; Change Reason : NA,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,253524 Playground Program,000000 Default Value,46511 Robert Lindblom Math & Science Academy HS,486 CIT Bond Fund,56310 Capitalized Construction,009553 Roofs,000000 Default Value,"$36,565",
1101,18-0725-EX1,Transfer from Robert Lindblom Math & Science Academy HS to Capital/Operations - City Wide,Funds Transfer From Project# 2017-46511-ROF To Award# 2017-486-00-05 ; Change Reason : NA,46511 Robert Lindblom Math & Science Academy HS,486 CIT Bond Fund,56310 Capitalized Construction,009553 Roofs,000000 Default Value,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,253524 Playground Program,000000 Default Value,"$36,565",
1102,18-0725-EX1,Transfer from Thomas Kelly High School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-46181-ACD To Award# 2017-486-00-11 ; Change Reason : NA,46181 Thomas Kelly High School,486 CIT Bond Fund,56310 Capitalized Construction,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,"$36,770",
1103,18-0725-EX1,Transfer from Paul Laurence Dunbar Career Academy High School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-53021-ACD To Award# 2017-486-00-11 ; Change Reason : NA,53021 Paul Laurence Dunbar Career Academy High School,486 CIT Bond Fund,56310 Capitalized Construction,253526 Interior Renovation,000000 Default Value,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009426 All Other,000000 Default Value,"$36,770",
1104,18-0725-EX1,Transfer from Capital/Operations - City Wide to Eli Whitney Elementary School,Funds Transfer From Award# 2018-487-00-01 To Project# 2018-25841-ROF ; Change Reason : NA,12150 Capital/Operations - City Wide,487 Series 2017 CIT,56310 Capitalized Construction,253101 Planning And Development,000000 Default Value,25841 Eli Whitney Elementary School,487 Series 2017 CIT,54125 Services - Professional/Administrative,253508 Renovations,000000 Default Value,"$37,426",
1105,18-0725-EX1,Transfer from Capital/Operations - City Wide to Peter Cooper Elementary Dual Language Academy,Funds Transfer From Award# 2018-488-00-10 To Project# 2018-22831-ROF ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,22831 Peter Cooper Elementary Dual Language Academy,488 Series 2017H,54125 Services - Professional/Administrative,253508 Renovations,000000 Default Value,"$37,446",
1106,18-0725-EX1,Transfer from Capital/Operations - City Wide to Jose De Diego Elementary Community Academy,Funds Transfer From Award# 2017-486-00-02 To Project# 2017-31261-WIN ; Change Reason : NA,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,31261 Jose De Diego Elementary Community Academy,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$38,000",
1107,18-0725-EX1,Transfer from Facility Opers & Maint - City Wide to Facility Opers & Maint - City Wide,To create PO to cover invoices through June 2018 for IFM (Non-Custodial),11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,53405 Commodities - Supplies,254005 Roving Crew,000000 Default Value,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,54105 Services: Non-technical/Laborer,254002 Engineer Services,000000 Default Value,"$39,279",
1108,18-0725-EX1,Transfer from Capital/Operations - City Wide to John Palmer Elementary School,Funds Transfer From Award# 2018-487-00-01 To Project# 2018-24821-MCR ; Change Reason : NA,12150 Capital/Operations - City Wide,487 Series 2017 CIT,56310 Capitalized Construction,253101 Planning And Development,000000 Default Value,24821 John Palmer Elementary School,487 Series 2017 CIT,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$39,341",
1109,18-0725-EX1,Transfer from Grant Funded Programs Office - City Wide to Christian Affiliate Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,233033 Private School - Admin,430207 Title 1 - District Initiatives,69237 Christian Affiliate Schools,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,131001 Evening School Programs,430204 Nonpublic Inst. & Supp. Serv. - Christian,"$40,299",
1110,18-0725-EX1,Transfer from Facility Opers & Maint - City Wide to Facility Opers & Maint - City Wide,Align budget to actual expenditures for Utilities,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,54215 Car Fare,254101 Asset Management,000000 Default Value,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,53105 Commodities - Electricity - Purchased,254004 Utilities,000000 Default Value,"$40,873",
1111,18-0725-EX1,Transfer from Safety and Security - City Wide to Capital/Operations - City Wide,Funds Transfer From Award# 2018-436-00-03 To 2018-436-00,10615 Safety and Security - City Wide,436 IGA and Other Capital Projects Fund,56302 Capitalized Equipment,254612 Security Services,000057 Fund 436 Spend Down,12150 Capital/Operations - City Wide,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,253543 Parent Award,000000 Default Value,"$40,994",
