Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
884,19-0522-EX1,Transfer from Office of Catholic Schools to Associated Talmud Torah Of,Chicago,69510 Office of Catholic Schools,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390014 Nonpublic Sup Counseling Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69530 Associated Talmud Torah Of Chicago,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,300013 Non-Public Professional Development,430223 Nonpublic Inst. & Supp. Serv. - Jewish,"$27,200",Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs
885,19-0522-EX1,Transfer from Oriole Park Elementary School to Education General - City Wide,FY19 Fund 124 Reimbursable Position - Sweeping Salary Funds for Closed Position 560175,24771 Oriole Park Elementary School,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,290003 Miscellaneous General Charges,002239 Internal Accounts Book Transfers,12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,002239 Internal Accounts Book Transfers,"$28,824",
886,19-0522-EX1,Transfer from Early Childhood Development - City Wide to Early Childhood Development - City Wide,Purchase furniture for preschool classrooms,11385 Early Childhood Development - City Wide,362 Early Childhood Development,54125 Services - Professional/Administrative,410001 Payment To Other Government Units,"376668 State Preschool For All Age 0-3 Community
Partnerships Fy19",11385 Early Childhood Development - City Wide,362 Early Childhood Development,55010 Property - Furniture,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,"$29,000",
887,19-0522-EX1,Transfer from Capital/Operations - City Wide to Perkins Bass Elementary School,Funds Transfer From Award# 2019-436-00-19 To Project# 2019-22161-AUD ; Change Reason : NA,12150 Capital/Operations - City Wide,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,009426 All Other,906001 Cff Chicago Cred Amer-I-Can Fy19,22161 Perkins Bass Elementary School,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,253526 Interior Renovation,906001 Cff Chicago Cred Amer-I-Can Fy19,"$29,600",
888,19-0522-EX1,Transfer from Capital/Operations - City Wide to Rueben Salazar Elementary Bilingual Center,Funds Transfer From Award# 2019-437-00-18 To Project# 2019-30101-OHI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009516 Sodexo - Cip,000000 Default Value,30101 Rueben Salazar Elementary Bilingual Center,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$29,689",
889,19-0522-EX1,Transfer from Capital/Operations - City Wide to Whitney M Young Magnet High School,Funds Transfer From Award# 2019-437-00-18 To Project# 2019-47101-ODR ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009516 Sodexo - Cip,000000 Default Value,47101 Whitney M Young Magnet High School,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$29,950",
890,19-0522-EX1,Transfer from Chief Education Office to Andrew Jackson Elementary Language Academy,Transfer of funds to support ELA curriculum at Jackson Academy.,10816 Chief Education Office,115 General Education Fund,54125 Services - Professional/Administrative,232102 Executive Administration,000000 Default Value,29171 Andrew Jackson Elementary Language Academy,115 General Education Fund,53305 Instructional Materials (Non-Digital),119015 Reading,000575 Student Based Budgeting,"$30,000",
891,19-0522-EX1,Transfer from Department of Personalized Learning to Harriet Beecher Stowe Elementary School,Technology for Stowe ES as part of Elevate Cohort 3 investments into 1:1 technology for pilot classrooms,10825 Department of Personalized Learning,358 Title IV,53405 Commodities - Supplies,119070 Personalized Learning Instruction,"440044 Title Iv, Part A",25521 Harriet Beecher Stowe Elementary School,358 Title IV,53405 Commodities - Supplies,119070 Personalized Learning Instruction,"440044 Title Iv, Part A","$30,255","191
"
892,19-0522-EX1,Transfer from Capital/Operations - City Wide to Evergreen Academy Middle School,Funds Transfer From Award# 2019-437-00-19 To Project# 2019-26461-OHI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,26461 Evergreen Academy Middle School,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$30,365",
893,19-0522-EX1,Transfer from Department of Personalized Learning to Leslie Lewis Elementary School,Technology for Lewis ES as part of Elevate Cohort 2 investments into 1:1 technology for onboarding classrooms,10825 Department of Personalized Learning,358 Title IV,53405 Commodities - Supplies,119070 Personalized Learning Instruction,"440044 Title Iv, Part A",24151 Leslie Lewis Elementary School,358 Title IV,53405 Commodities - Supplies,119070 Personalized Learning Instruction,"440044 Title Iv, Part A","$32,800",
894,19-0522-EX1,Transfer from Capital/Operations - City Wide to Chicago Academy Elementary School,Funds Transfer From Award# 2017-486-00-17 To Project# 2019-45211-STR ; Change Reason : NA,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009551 Masonary/Windows,000000 Default Value,45211 Chicago Academy Elementary School,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$33,729",
895,19-0522-EX1,"Transfer from Sports Administration and Facilities Management - City Wide to Sports Administration and Facilities Management - City
Wide",Correction of prior transfer.,"13737 Sports Administration and Facilities Management - City
Wide",124 School Special Income Fund,54125 Services - Professional/Administrative,150005 High School Sports,000000 Default Value,"13737 Sports Administration and Facilities Management - City
Wide",124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,113090 Grants-Citywide Misc Fndtns,004104 Chicago Bears Athletic Trainers Initiative,"$34,000",
896,19-0522-EX1,Transfer from Department of JROTC to Phoenix Military Academy High School,Transfer needed for Phoenix to pay iMentor.,05261 Department of JROTC,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221011 Improvement Of Instruction,"532011 Accelerated Stem Program Of Study And Leadership
Development Fy19",55011 Phoenix Military Academy High School,"324 Miscellaneous Federal, State & Local Grants",54125 Services - Professional/Administrative,221011 Improvement Of Instruction,"532011 Accelerated Stem Program Of Study And Leadership
Development Fy19","$34,500",
897,19-0522-EX1,Transfer from Capital/Operations - City Wide to Frederick Funston Elementary School,Funds Transfer From Award# 2019-437-00-07 To Project# 2019-23291-PKC ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,23291 Frederick Funston Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$34,857",
898,19-0522-EX1,Transfer from Language & Cultural Education - City Wide to Acero Charter Schools - PFC Omar E. Torres,Mass transfer to readjust allocation.,11540 Language & Cultural Education - City Wide,356 ELL & Bilingual Programs,54305 Tuition,221001 School Instructional Support Services,490942 Title Iii - Language Acquisition,66396 Acero Charter Schools - PFC Omar E. Torres,356 ELL & Bilingual Programs,54320 Student Tuition - Charter Schools,221011 Improvement Of Instruction,490942 Title Iii - Language Acquisition,"$34,869",
899,19-0522-EX1,Transfer from Language & Cultural Education - City Wide to Acero Charter Schools - SPC Daniel Zizumbo,Mass transfer to readjust allocation.,11540 Language & Cultural Education - City Wide,356 ELL & Bilingual Programs,54305 Tuition,221001 School Instructional Support Services,490942 Title Iii - Language Acquisition,66395 Acero Charter Schools - SPC Daniel Zizumbo,356 ELL & Bilingual Programs,54320 Student Tuition - Charter Schools,221011 Improvement Of Instruction,490942 Title Iii - Language Acquisition,"$34,973",
900,19-0522-EX1,Transfer from Capital/Operations - City Wide to John W Cook Elementary School,Funds Transfer From Award# 2019-436-00-19 To Project# 2019-22801-AUD ; Change Reason : NA,12150 Capital/Operations - City Wide,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,009426 All Other,906001 Cff Chicago Cred Amer-I-Can Fy19,22801 John W Cook Elementary School,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,253526 Interior Renovation,906001 Cff Chicago Cred Amer-I-Can Fy19,"$36,100",
901,19-0522-EX1,Transfer from Language & Cultural Education - City Wide to Acero Charter Schools - Roberto Clemente,Mass transfer to readjust allocation.,11540 Language & Cultural Education - City Wide,356 ELL & Bilingual Programs,54305 Tuition,221001 School Instructional Support Services,490942 Title Iii - Language Acquisition,66133 Acero Charter Schools - Roberto Clemente,356 ELL & Bilingual Programs,54320 Student Tuition - Charter Schools,221011 Improvement Of Instruction,490942 Title Iii - Language Acquisition,"$36,473",
902,19-0522-EX1,Transfer from Capital/Operations - City Wide to West Ridge Elementary School,Funds Transfer From Award# 2019-437-00-18 To Project# 2019-22381-OGC ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009516 Sodexo - Cip,000000 Default Value,22381 West Ridge Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$36,867",
903,19-0522-EX1,Transfer from Capital/Operations - City Wide to Edward A Bouchet Math & Science Academy ES,Funds Transfer From Award# 2019-437-00-01 To Project# 2019-22371-NPL ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009426 All Other,000000 Default Value,22371 Edward A Bouchet Math & Science Academy ES,437 CIP Series 2018D,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$37,748",
904,19-0522-EX1,Transfer from Capital/Operations - City Wide to Enrico Tonti Elementary School,Funds Transfer From Award# 2019-436-00-19 To Project# 2019-25631-AUD ; Change Reason : NA,12150 Capital/Operations - City Wide,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,009426 All Other,906001 Cff Chicago Cred Amer-I-Can Fy19,25631 Enrico Tonti Elementary School,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,253526 Interior Renovation,906001 Cff Chicago Cred Amer-I-Can Fy19,"$38,100","194
"
905,19-0522-EX1,Transfer from Language & Cultural Education - City Wide to Acero Charter Schools - Brighton Park,Mass transfer to readjust allocation.,11540 Language & Cultural Education - City Wide,356 ELL & Bilingual Programs,54305 Tuition,221001 School Instructional Support Services,490942 Title Iii - Language Acquisition,66602 Acero Charter Schools - Brighton Park,356 ELL & Bilingual Programs,54320 Student Tuition - Charter Schools,221011 Improvement Of Instruction,490942 Title Iii - Language Acquisition,"$38,149",
906,19-0522-EX1,Transfer from Language & Cultural Education - City Wide to Acero Charter Schools - Jovita Idar,Mass transfer to readjust allocation.,11540 Language & Cultural Education - City Wide,356 ELL & Bilingual Programs,54305 Tuition,221001 School Instructional Support Services,490942 Title Iii - Language Acquisition,66399 Acero Charter Schools - Jovita Idar,356 ELL & Bilingual Programs,54320 Student Tuition - Charter Schools,221011 Improvement Of Instruction,490942 Title Iii - Language Acquisition,"$38,149",
907,19-0522-EX1,Transfer from Language & Cultural Education - City Wide to Acero Charter Schools - Sor Juana Ines de la Cruz,Mass transfer to readjust allocation.,11540 Language & Cultural Education - City Wide,356 ELL & Bilingual Programs,54305 Tuition,221001 School Instructional Support Services,490942 Title Iii - Language Acquisition,66134 Acero Charter Schools - Sor Juana Ines de la Cruz,356 ELL & Bilingual Programs,54320 Student Tuition - Charter Schools,221011 Improvement Of Instruction,490942 Title Iii - Language Acquisition,"$38,149",
908,19-0522-EX1,Transfer from Capital/Operations - City Wide to Dr Martin Luther King Jr College Prep HS,Funds Transfer From Award# 2019-437-00-19 To Project# 2019-46371-OHI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,46371 Dr Martin Luther King Jr College Prep HS,437 CIP Series 2018D,56310 Capitalized Construction,009508 Ws O&M Cip,000000 Default Value,"$38,345","195
"
909,19-0522-EX1,Transfer from Grant Funded Programs Office - City Wide to Independent Schools Of Chicago,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 494067,,70140 Independent Schools Of Chicago,353 Title II - Teacher Quality,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",228950 Federal - Nonpublic Inst (Independent),494068 Title Iia - Other Private Supplementary Servc.,"$38,355","Federal - Nonpublic Inst (Catholic)
Title Iia - Archdiocese Of Chgo. Suppl. Servc."
910,19-0522-EX1,Transfer from Capital/Operations - City Wide to William K New Sullivan Elementary School,Funds Transfer From Award# 2018-488-00-08 To Project# 2018-25541-ICR ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009514 Contingencies,000000 Default Value,25541 William K New Sullivan Elementary School,488 Series 2017H,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$38,530",
911,19-0522-EX1,Transfer from Capital/Operations - City Wide to Salmon P Chase Elementary School,Funds Transfer From Award# 2019-437-00-07 To Project# 2019-22701-PKC ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,22701 Salmon P Chase Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$39,430",
912,19-0522-EX1,Transfer from Language & Cultural Education - City Wide to Acero Charter Schools - Carlos Fuentes,Mass transfer to readjust allocation.,11540 Language & Cultural Education - City Wide,356 ELL & Bilingual Programs,54305 Tuition,221001 School Instructional Support Services,490942 Title Iii - Language Acquisition,66393 Acero Charter Schools - Carlos Fuentes,356 ELL & Bilingual Programs,54320 Student Tuition - Charter Schools,221011 Improvement Of Instruction,490942 Title Iii - Language Acquisition,"$39,649",
913,19-0522-EX1,Transfer from Academy for Global Citizenship Charter School to Language & Cultural Education - City Wide,Mass transfer to readjust allocation.,63011 Academy for Global Citizenship Charter School,115 General Education Fund,54320 Student Tuition - Charter Schools,180007 State Bilingual Instruction,300110 Ebf - Bilingual Programs,11540 Language & Cultural Education - City Wide,115 General Education Fund,54305 Tuition,300008 Community/Parent Involvement,300110 Ebf - Bilingual Programs,"$39,808",
914,19-0522-EX1,Transfer from Capital/Operations - City Wide to Wolfgang A Mozart Elementary School,Funds Transfer From Award# 2019-437-00-07 To Project# 2019-24611-PKC ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,24611 Wolfgang A Mozart Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$40,278",
915,19-0522-EX1,Transfer from Capital/Operations - City Wide to John J Pershing Elementary Humanities Magnet,Funds Transfer From Award# 2017-486-00-17 To Project# 2019-29251-STR ; Change Reason : NA,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,009551 Masonary/Windows,000000 Default Value,29251 John J Pershing Elementary Humanities Magnet,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$41,091",
916,19-0522-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,69510 Office of Catholic Schools,353 Title II - Teacher Quality,54125 Services - Professional/Administrative,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$42,000",
917,19-0522-EX1,Transfer from Capital/Operations - City Wide to Roger C Sullivan High School,Funds Transfer From Award# 2019-437-00-07 To Project# 2019-46301-SCI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,46301 Roger C Sullivan High School,437 CIP Series 2018D,54125 Services - Professional/Administrative,253508 Renovations,000000 Default Value,"$42,396","197
"
918,19-0522-EX1,Transfer from Capital/Operations - City Wide to Ray Graham Training Center High School,Funds Transfer From Award# 2017-485-00-02 To Project# 2019-49101-MEP ; Change Reason : NA,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009514 Contingencies,000000 Default Value,49101 Ray Graham Training Center High School,485 CIT PayGo Fund,56310 Capitalized Construction,009559 Boiler/Mechanical,000000 Default Value,"$42,635",
919,19-0522-EX1,Transfer from Language & Cultural Education - City Wide to Intrinsic Charter School,Mass transfer to readjust allocation.,11540 Language & Cultural Education - City Wide,115 General Education Fund,54305 Tuition,300008 Community/Parent Involvement,300110 Ebf - Bilingual Programs,66691 Intrinsic Charter School,115 General Education Fund,54305 Tuition,300008 Community/Parent Involvement,300110 Ebf - Bilingual Programs,"$43,304",
920,19-0522-EX1,Transfer from Office of Student Health & Wellness to Information & Technology Services,Laptops for vision care technician's,14050 Office of Student Health & Wellness,115 General Education Fund,55005 Property - Equipment,213004 Vision Testing-City Wide,000000 Default Value,12510 Information & Technology Services,115 General Education Fund,55005 Property - Equipment,266418 Technology Purchases,000000 Default Value,"$44,258",
921,19-0522-EX1,Transfer from Language & Cultural Education - City Wide to Acero Charter Schools - Officer Donald J. Marquez,Mass transfer to readjust allocation.,11540 Language & Cultural Education - City Wide,356 ELL & Bilingual Programs,54305 Tuition,221001 School Instructional Support Services,490942 Title Iii - Language Acquisition,66397 Acero Charter Schools - Officer Donald J. Marquez,356 ELL & Bilingual Programs,54320 Student Tuition - Charter Schools,221011 Improvement Of Instruction,490942 Title Iii - Language Acquisition,"$44,925",
922,19-0522-EX1,Transfer from Capital/Operations - City Wide to Albert R Sabin Elementary Magnet School,Funds Transfer From Award# 2019-437-00-01 To Project# 2019-29371-NPL ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009426 All Other,000000 Default Value,29371 Albert R Sabin Elementary Magnet School,437 CIP Series 2018D,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$45,300","198
"
923,19-0522-EX1,Transfer from Literacy to Literacy,Transfer of funds for instructional materials.,13700 Literacy,358 Title IV,51320 Bucket Position Pointer,290001 General Salary S Bkt,"440044 Title Iv, Part A",13700 Literacy,358 Title IV,53305 Instructional Materials (Non-Digital),221234 Professional Develop/Curriculum Develp,"440044 Title Iv, Part A","$45,610",
924,19-0522-EX1,Transfer from Language & Cultural Education - City Wide to CICS - Northtown,Mass transfer to readjust allocation.,11540 Language & Cultural Education - City Wide,115 General Education Fund,54305 Tuition,300008 Community/Parent Involvement,300110 Ebf - Bilingual Programs,66241 CICS - Northtown,115 General Education Fund,54305 Tuition,300008 Community/Parent Involvement,300110 Ebf - Bilingual Programs,"$46,000",
925,19-0522-EX1,Transfer from Northside College Preparatory High School to Education General - City Wide,"Funds for FY19 Fund 124 Reimbursable positions 545372, 589677, 589678 Invoice FY19POS36",46061 Northside College Preparatory High School,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,290003 Miscellaneous General Charges,002239 Internal Accounts Book Transfers,12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,002239 Internal Accounts Book Transfers,"$46,450",
926,19-0522-EX1,Transfer from Capital/Operations - City Wide to Eugene Field Elementary School,Funds Transfer From Award# 2018-488-00-10 To Project# 2018-23211-ROF ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,23211 Eugene Field Elementary School,488 Series 2017H,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$46,863",
927,19-0522-EX1,Transfer from Capital/Operations - City Wide to Lake View High School,Funds Transfer From Award# 2017-486-00-02 To Project# 2016-46211-SIT ; Change Reason : NA,12150 Capital/Operations - City Wide,486 CIT Bond Fund,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,46211 Lake View High School,486 CIT Bond Fund,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$47,776","199
"
928,19-0522-EX1,Transfer from Capital/Operations - City Wide to Hawthorne Elementary Scholastic Academy,Funds Transfer From Award# 2019-436-00-11 To Project# 2018-29131-NPL ; Change Reason : NA,12150 Capital/Operations - City Wide,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,009426 All Other,000054 Capital Project Donations - Pto/Pta/Friends Or,29131 Hawthorne Elementary Scholastic Academy,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,009522 Cip Management,000054 Capital Project Donations - Pto/Pta/Friends Or,"$48,485",
929,19-0522-EX1,Transfer from Nutrition Support Services - City Wide to Information & Technology Services,"Remaining amount for Project #106-PS1122- Back of the House Software for: Vendor Blackwell Management Solutions, LLC.",12050 Nutrition Support Services - City Wide,312 Lunchroom Fund,54125 Services - Professional/Administrative,256009 Food Service,000000 Default Value,12510 Information & Technology Services,312 Lunchroom Fund,54125 Services - Professional/Administrative,266203 Technical Support,000000 Default Value,"$50,000",
930,19-0522-EX1,Transfer from School Support Center - City Wide to School Support Center - City Wide,Purchase of 60 laptops- 30 laptops each for two training labs.,15010 School Support Center - City Wide,115 General Education Fund,54125 Services - Professional/Administrative,251001 Operations - Support Services,000000 Default Value,15010 School Support Center - City Wide,115 General Education Fund,55005 Property - Equipment,230010 Administrative Support,000000 Default Value,"$50,000",
931,19-0522-EX1,Transfer from Office of Student Health & Wellness to Office of Student Health & Wellness,Moving funds per S. Obregon,14050 Office of Student Health & Wellness,115 General Education Fund,53306 Commodities: Software (Non-Instructional),213011 Health Services,000000 Default Value,14050 Office of Student Health & Wellness,115 General Education Fund,54520 Services - Printing,213011 Health Services,000000 Default Value,"$50,000",
932,19-0522-EX1,Transfer from School Support Center - City Wide to Information & Technology Services,Purchase of 60 laptops for training room at Colman.,15010 School Support Center - City Wide,115 General Education Fund,55005 Property - Equipment,230010 Administrative Support,000000 Default Value,12510 Information & Technology Services,115 General Education Fund,55005 Property - Equipment,266418 Technology Purchases,000000 Default Value,"$50,369","200
"
933,19-0522-EX1,Transfer from Capital/Operations - City Wide to Bernhard Moos Elementary School,Funds Transfer From Award# 2019-437-00-07 To Project# 2019-24551-PKC ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,24551 Bernhard Moos Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$52,665",
934,19-0522-EX1,Transfer from Capital/Operations - City Wide to James Hedges Elementary School,Funds Transfer From Award# 2019-437-00-16 To Project# 2019-23681-OHI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,23681 James Hedges Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$52,795",
935,19-0522-EX1,Transfer from Capital/Operations - City Wide to Spencer Technology Academy,Funds Transfer From Award# 2019-436-00-19 To Project# 2019-25441-AUD ; Change Reason : NA,12150 Capital/Operations - City Wide,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,009426 All Other,906001 Cff Chicago Cred Amer-I-Can Fy19,25441 Spencer Technology Academy,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,253526 Interior Renovation,906001 Cff Chicago Cred Amer-I-Can Fy19,"$54,100",
936,19-0522-EX1,Transfer from Capital/Operations - City Wide to Marvin Camras Elementary School,Funds Transfer From Award# 2019-437-00-15 To Project# 2018-22691-ICR ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009514 Contingencies,000000 Default Value,22691 Marvin Camras Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$54,736",
937,19-0522-EX1,Transfer from Capital/Operations - City Wide to Laughlin Falconer Elementary School,Funds Transfer From Award# 2017-485-00-02 To Project# 2019-23151-MEP ; Change Reason : NA,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009514 Contingencies,000000 Default Value,23151 Laughlin Falconer Elementary School,485 CIT PayGo Fund,56310 Capitalized Construction,009559 Boiler/Mechanical,000000 Default Value,"$55,242","201
"
938,19-0522-EX1,Transfer from Capital/Operations - City Wide to Pablo Casals Elementary School,Funds Transfer From Award# 2019-437-00-07 To Project# 2019-24011-PKC ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,24011 Pablo Casals Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$55,763",
939,19-0522-EX1,Transfer from Early Childhood Development - City Wide to Early Childhood Development - City Wide,Funds transfer to purchase technology for teachers and students.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,54125 Services - Professional/Administrative,410001 Payment To Other Government Units,"376670 State Preschool For All Age 3-5 Community
Partnerships Fy19",11385 Early Childhood Development - City Wide,362 Early Childhood Development,55005 Property - Equipment,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,"$57,000",
940,19-0522-EX1,Transfer from Assessment to Assessment,Transfer of funds per S. Johnson,11210 Assessment,115 General Education Fund,54125 Services - Professional/Administrative,223013 Assessments/Standards,000000 Default Value,11210 Assessment,115 General Education Fund,53405 Commodities - Supplies,223013 Assessments/Standards,000000 Default Value,"$57,000",
941,19-0522-EX1,Transfer from Capital/Operations - City Wide to David G Farragut Career Academy High School,Funds Transfer From Award# 2019-437-00-19 To Project# 2019-53091-OHI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,53091 David G Farragut Career Academy High School,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$58,727","202
"
942,19-0522-EX1,Transfer from Early College and Career - City Wide to Education General - City Wide,"Per final FY18 claim, grant is overallocated. Shifting back to contingency.",13727 Early College and Career - City Wide,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221011 Improvement Of Instruction,439606 Critical Mass Year 6,12670 Education General - City Wide,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$58,926",
943,19-0522-EX1,Transfer from Capital/Operations - City Wide to Jane Addams Elementary School,Funds Transfer From Award# 2019-437-00-19 To Project# 2019-22021-OCR ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,22021 Jane Addams Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,"$59,230",
944,19-0522-EX1,Transfer from Facility Operations & Maintenance to Facility Operations & Maintenance,To increase environmental operating funds to fund additional Citywide request,11860 Facility Operations & Maintenance,230 Public Building Commission O & M,55005 Property - Equipment,254009 Central Office Operations,000000 Default Value,11860 Facility Operations & Maintenance,230 Public Building Commission O & M,54125 Services - Professional/Administrative,253522 Environment,000000 Default Value,"$60,000",
945,19-0522-EX1,Transfer from Grant Funded Programs Office to Information & Technology Services,Cityspan services for IL-Empower,12620 Grant Funded Programs Office,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,252504 Grants Management,430224 Title I - District Initiatives,12510 Information & Technology Services,332 NCLB Title I Regular Fund,53306 Commodities: Software (Non-Instructional),252504 Grants Management,430224 Title I - District Initiatives,"$60,000",
